,uuid,label
0,042636e3-5392-4fbe-8558-fc9d92c540d6,benthic
1,09328e2b-14db-46a7-918c-9407aca9d819,benthic
2,0408e41f-1960-4670-8722-b3c6c1bf5934,benthic
3,03f71fe5-a743-4e56-85a7-96189bb1e1cf,benthic
4,08b2055a-cff3-4b5e-b107-0b96ac221279,benthic
5,028e3634-7986-4340-91b3-ec888bc6427b,midwater
6,085d2f31-ef89-426c-82d2-c7e0a2a5e6ce,benthic
7,0045baa3-dce2-4ea7-bb5f-8329beb47399,benthic
8,08d2e23f-3853-4b9f-b055-e9590e36e801,benthic
9,0a206575-9a77-483e-85e8-ae89260080f0,benthic
10,029c85e1-6a3c-4a08-bef8-fecfdf97ff86,benthic
11,05e86f3c-ab9d-4726-9422-54f5806ea52d,benthic
12,0142be4c-c49f-4db6-98b5-c38ff6d829f9,benthic
13,06cc10c9-2a58-44dd-98d7-c4d195e06818,benthic
14,09b5d4d4-da2b-41d3-9cde-c758817bf717,benthic
15,05d8675d-d36d-4008-8f1e-96c6ba6817ae,midwater
16,04d45bda-34d6-483a-af34-ddc8259370f6,benthic
17,040452a9-3bf3-4c73-ba03-353cca8f0080,benthic
18,0463d802-5e43-45cb-8114-e5b9301ed7bd,benthic
19,07f457c1-0af7-4431-b831-f96f63360066,benthic
20,03d05d06-0475-46ab-a96a-cad5b257ea2a,benthic
21,0855ad4b-ac0f-466a-9a9a-dc9ed74379c7,benthic
22,02440453-edd2-4a47-b3aa-639c90d7e601,midwater
23,016ebc47-e675-463e-938f-d50517cd25bc,benthic
24,04e126f7-02c9-41e5-b38f-ae7121d57459,benthic
25,0058e081-ab45-4550-a667-5535ffa43ba5,benthic
26,06634556-583b-4a36-b927-940c82417b53,benthic
27,07a4ec11-6724-49de-ba4e-18c0eb314c9e,benthic
28,041984f0-997f-4d80-9e64-1d90317ee4d4,benthic
29,03696248-87cc-43a7-a396-2a2e1499d20d,benthic
30,0955d808-f3a6-43b3-a2eb-09c2b14369b0,benthic
31,098f3d44-751b-4625-9232-fcc31cdcd20f,midwater
32,05253653-2c15-4ba3-9d23-7556c9afe17f,benthic
33,08340a35-b97b-45f6-88b8-6edc2e6b930a,benthic
34,09566265-478a-42f9-9e96-7a89f28a4d14,benthic
35,06b46bb6-1032-4adc-b789-0fe928468d96,midwater
36,03c5b1f6-f0a3-4e1e-93be-0df54ca28350,benthic
37,01b7012e-4a7d-4c57-a2d2-62f79debb0f5,benthic
38,00806a16-e687-469a-9a58-285bafcadf17,benthic
39,0a119cbb-d378-4cc6-a22b-5cf8aac3ef88,benthic
40,024e064e-243e-47b7-9726-00a192071174,benthic
41,0330819d-0ad1-4660-b3fd-94744fa21cb8,benthic
42,06092767-64e4-4bb2-8bd9-18a0c7fb8586,benthic
43,04ba3efc-e6a2-4d8e-9b64-16262e0a75a7,benthic
44,09ff9fb4-fdb6-460b-84e5-b2c8d1d07633,benthic
45,054798c9-469b-4c84-9049-52ca35d44f31,benthic
46,03fcbaf3-cb8f-40c1-96fa-90d36e3a93df,benthic
47,0956d286-ec3a-4531-853e-968d93836bb2,midwater
48,020e1109-0eb3-47d5-9ee7-b4d4f8a10e35,benthic
49,0434b6af-efd0-402f-88f6-c0198df93c5e,benthic
50,07629244-7227-4b94-a58a-01fee7b1092a,benthic
51,0fbe3f12-1b10-448e-b3cc-1654d6d5b399,benthic
52,12e1bfd6-f17e-42a3-b8c3-d050f2e31fea,benthic
53,0ecadc3c-4ca3-4614-9bde-cfc993d3c3c3,benthic
54,13804a08-4134-4b57-9947-5b4df7157e3c,benthic
55,0eebe93c-ff60-461e-a859-a10bd14280cf,benthic
56,11ca82dd-6069-408b-a81c-915255b3a6af,benthic
57,1097bdfa-198b-4ada-b062-616958b670b2,benthic
58,1077d96c-ded7-45df-b890-71e72915c348,benthic
59,11ffaafc-d5e1-4afb-8a27-56229cf01b28,benthic
60,0ae29b6d-ee07-40f1-a570-319eae3a2276,benthic
61,0cb1dcf4-29db-4214-ad98-5bd6b7f0b756,benthic
62,1498d61c-7e5f-411e-969c-6333c284c3fb,benthic
63,1495cbb9-f633-44f2-8d30-5566d4917e3e,benthic
64,12d56090-46f9-455f-ba72-552ef990bd3a,benthic
65,0ff00125-fe5b-4753-92a3-ef90b27bc15c,benthic
66,1392a69d-a631-48b8-aa4e-f26ce7cacefa,benthic
67,0ceb6351-1b85-42d3-8d13-02e2e000f89d,benthic
68,136dc01b-ecf1-4dc0-ba20-53a6451fb977,midwater
69,0fe47970-8edb-4889-bcbf-845ee959a39c,benthic
70,12d671a7-5602-43a7-ba86-c497cf5207ed,benthic
71,0f9ea7fa-330d-4300-843a-409c3d9ea173,benthic
72,0f7366ab-3529-42ba-821b-81a5e9210bf8,midwater
73,0f957aef-597f-43c3-bc08-1dc2d0910c8b,benthic
74,1369b96d-dc62-493a-9a24-903fa802c3a6,benthic
75,0b76617a-7ce4-4eb8-95dc-67a89579d413,midwater
76,12ce8884-d0eb-4d84-b8ab-5dc48cdcba81,benthic
77,0bf213c4-4b7a-4dfc-a1e8-4dcdb77ccd59,benthic
78,0e22de90-84e2-49e7-9b05-277cec2d454c,benthic
79,122d7685-d84d-4bb1-98ea-c8b6daa4699e,benthic
80,112fecbc-b6f0-4a29-9185-cf78732e738d,benthic
81,0ba38084-ea84-487f-8676-cad7f9242723,benthic
82,0f001c7d-2931-48f8-8420-50d3a6d9a003,benthic
83,144d052b-4104-46e9-9b4e-a447889fac89,benthic
84,0e5c28ee-032f-4105-af39-7ee40ca8b6e4,benthic
85,13ef4af0-5308-48c8-8ab8-939fa705e2ff,benthic
86,122682f0-febe-443f-be4a-b18644eb31dd,benthic
87,0aecb028-7333-4388-b7ca-d113bf609c6e,benthic
88,0be482d6-4422-4637-a2b6-eac58ca1d98f,benthic
89,0b8a4913-272f-40e4-a523-111f665dd022,benthic
90,1407114b-066c-4154-845b-3c852660d3d5,benthic
91,1337202f-38b0-4a66-ae48-948890e60c64,benthic
92,140513f4-68ac-4d93-b2e9-517765e09f46,benthic
93,0d8839fb-cf28-405c-aebf-e5f343f20fed,benthic
94,0bdf910b-fc36-4dd9-9e10-ebeedcceb401,midwater
95,0e68fa96-649a-4c64-937c-90810562f4e9,benthic
96,12cc1736-e22f-4efd-ba48-de913e600958,benthic
97,139b7654-283b-4252-8be3-d27ab253ea87,benthic
98,13703f26-876e-4edc-9fb1-d408bb6f8f44,benthic
99,0e044d30-f4d7-4a2b-9231-42441606b25e,benthic
100,1175c23d-5cfd-4c87-ae90-c648cb0e8bb9,midwater
101,0bee63e8-c85d-443a-a008-6b548d9726ab,benthic
102,1cd70820-42a9-4039-b4a0-39f0cac2ffe4,benthic
103,1f6ea5e3-86f5-4695-9afc-eb720a7efb97,benthic
104,1e634b6e-d5be-4e44-be2a-6b7372bf1050,benthic
105,1de8d252-513e-4103-a740-7291330018ca,benthic
106,1aab4c8a-62bc-423c-bb62-9ab3d0caf8f7,benthic
107,1652ef98-8597-4052-91f1-fb62851fc2d9,benthic
108,199c8169-a677-48ea-8ce9-15f5dc6a47e3,benthic
109,15288c88-747e-494e-b023-fd28d9a84e3a,benthic
110,1ac434b4-26e8-427d-bf3d-ba6e3c87be94,benthic
111,1f1f9e6f-251f-4acf-9a73-7666f882cd88,benthic
112,1b8d0164-f262-46e3-8c95-4b92440c6d5c,benthic
113,15d63b2b-74aa-4d1a-b4e7-20707319f618,midwater
114,1d6c6aa5-3b6d-403f-9f8c-9b3b4bd883c7,benthic
115,1d51edbc-f1b8-4dcb-8be3-08c228c57705,benthic
116,1e60df87-6afe-4eb5-b32b-a02883fa713f,benthic
117,1c9b90af-51a3-4a99-9730-87897e82c8a7,benthic
118,1fe4c308-a59c-409f-8998-42d4bf7bf99d,benthic
119,19c93e76-027d-4d5c-9f28-e4baa483b660,benthic
120,1e297e1d-1ddb-4c9e-af61-30dbbdb64dfe,benthic
121,1970429d-6205-48c7-a267-5d8959182621,benthic
122,1eb66ef0-9af6-432d-95d2-181e0e83d7d7,benthic
123,1b495cd6-5cce-43b6-9975-80311e680347,benthic
124,1cd30691-a641-4234-8fab-69e0c3859c1c,benthic
125,1833dc92-cce8-4052-9684-c8f92a95d34e,benthic
126,1f3fa0de-6c03-4000-815c-3081c725b14b,benthic
127,20182d27-40b0-4f2c-a31d-6957a0ba3d03,benthic
128,19323dd3-dbee-466e-9fc2-48d6049b57bd,benthic
129,1ef7210f-4e13-45a1-96d8-38979182c2c0,benthic
130,19b47aaf-f5c5-4ceb-9e2b-27d72dcb4458,benthic
131,1b294a5d-4ec2-4f0d-b0b4-a3df6661235b,midwater
132,1f0ec779-42ea-4b37-ba41-0db5513604b1,benthic
133,201785ac-d02f-41a6-a162-ed162b914cf0,benthic
134,1c8d1e42-c935-4843-9020-afbb1a1097a8,benthic
135,1e26e5f7-67d5-4d8c-8df4-0be64c9cf7bc,benthic
136,19b23e6b-8c3d-4eb5-9066-f368b453b8cb,benthic
137,16808efd-a4c0-4702-ac01-16d570658a24,benthic
138,14eb772b-4d68-4a16-b860-f9a2cc8fb4de,benthic
139,18c98f2d-a42f-497b-ad3b-5f7a963b11c2,benthic
140,1ed0d6e7-0af4-4e08-be74-5a51d0d5b24e,benthic
141,1d6dfe45-ecb4-484c-b6af-f788981d8184,benthic
142,1aebfe7d-ef6e-46a5-9d6a-f566e1871548,benthic
143,1a156563-17e2-4c1b-9bee-04a0a8b2916d,benthic
144,173744e8-d656-4a60-ba05-79359ced2eab,benthic
145,1fdefd05-e86d-4c8f-9c44-6bfa395dce94,benthic
146,1aa40968-7fc1-4460-b232-42124cc77f04,benthic
147,1cc0c473-a686-449d-b127-b7274a2f57c8,benthic
148,1fa10d29-83b8-4af1-98d2-30100d02e0a9,benthic
149,1a0148ac-1b1d-44ba-993d-2241166faaf7,benthic
150,1a5f8892-e101-4d13-985c-01b9f29fcc15,benthic
151,1669c6e3-4bfc-495a-a4a8-4b35b7b644fb,benthic
152,185fcec0-8cad-4102-9e75-49436f33ef13,benthic
153,1f787efc-924b-4bee-8b9b-eef0a0b24d85,benthic
154,26ea14d5-40a3-4efc-afdd-30b02fae5685,benthic
155,25bcbaaa-f9d7-470e-8ba3-4382387da483,benthic
156,253bca18-d60a-4e4e-818d-a794028e486e,benthic
157,24e1156a-0844-49e0-8a6c-f95481ee5656,benthic
158,24584032-b6ce-45ca-86b3-0f454f3383eb,benthic
159,22de8192-d93f-4d89-ac97-e202bc9d91d5,benthic
160,22ce0ee5-8773-4167-898e-22be7429a40c,midwater
161,2713ac20-be25-4744-8f83-051408c47b0c,benthic
162,219e57a6-88cb-4494-a892-252e67887642,midwater
163,209ae188-bb2e-4a7f-9ab9-a3c89974f43d,benthic
164,2553e33f-87b8-4208-bdc2-2476969d44cc,benthic
165,2715c940-f2e6-4345-a27a-0c2fa51a56fe,benthic
166,263e8fec-5d97-4224-a84f-715fe04b717f,benthic
167,25a4b2e4-9908-49e8-8d0e-02e99a0cca77,benthic
168,2441c31f-d226-469b-9c8f-864c3cb42c24,benthic
169,237bcedc-5656-441b-ba26-bf541b7bcac0,benthic
170,21baa550-ff78-44ab-a2ec-08658b063c13,benthic
171,257a2e71-2321-488d-8ba7-6a4c8dd6dd7b,benthic
172,2451d8c5-8b3e-4a3b-9a00-b6250fe3131f,benthic
173,206c361e-9140-4a24-82a4-590090cc8f92,benthic
174,2258557d-19d5-4222-b6af-20e73c12e7f9,benthic
175,22d9c31b-6429-4ee1-b287-f0f3e48fabbe,benthic
176,259a1a48-a926-4f00-81f3-439939593a40,benthic
177,253de4f2-074c-4ef1-888c-91a3047c3d8b,benthic
178,2132b66e-0e40-44f6-abb2-1a19c2ad8615,benthic
179,2287bf63-34c4-47b1-9d28-801b74cb0ca1,benthic
180,22d78a0d-b402-4112-a1c5-ef937ee70ff1,benthic
181,25673b94-17f9-4dc5-a726-056c8889ed93,benthic
182,207f03e4-7f30-4a6f-b5f6-31e39cdbbacf,benthic
183,27771578-0608-4271-8554-eccde129d831,midwater
184,23cf34f7-98dd-4cbc-baaa-fb225ba00c9e,benthic
185,26424750-6373-48ea-b965-4bfb4e1c2904,benthic
186,2189a3e2-0b36-4dd8-9443-d19e47ae1bb7,benthic
187,252452cf-2d31-4528-bdeb-c50a6cc16236,benthic
188,223678a1-161d-4433-947e-78c3e91643e4,benthic
189,2466f89e-0539-4e6d-afa9-d94ab51528d7,benthic
190,25bc2216-fc99-4e13-858d-b9ac237485be,benthic
191,24bc5d70-26bc-42a9-a2aa-749877f66963,benthic
192,24f2fe5c-c73f-48b4-a453-8d38e2937933,benthic
193,21e9a0c5-5410-4bf8-8ae3-a02b87f381cf,benthic
194,2131d271-47c6-434f-927f-840cd0194cb2,benthic
195,23e299ad-7f24-493d-8686-fff7059364b8,midwater
196,23d5b247-fe26-46e1-ae16-e6340600fec9,benthic
197,22d71b9f-c548-4bcc-9f65-cafaab75fbd0,benthic
198,22feb279-5234-43a6-bd7f-12c6b647e8b8,benthic
199,21faf19f-b993-4725-9622-b58a47dd2c80,benthic
200,22e42237-f5d1-4748-8eeb-8d3779bc9a2d,benthic
201,25c7dcb4-f129-4655-aaea-53922316d7a3,benthic
202,217f7c66-2270-4176-9ca8-ca112fe86f4f,benthic
203,2c20e0b2-d84f-4eaf-ae9f-01fa345cb815,benthic
204,2b914a73-1a70-4c2c-9dc5-ef61c775072f,benthic
205,2d2ed43d-9b63-4d46-b0f7-f9e622033a0b,benthic
206,2799237a-fe47-4159-ae5e-1e324b19816c,benthic
207,2a4f4752-a9b1-4d95-a053-ab2e412d8401,benthic
208,2ce9c525-9211-4ad3-90c3-92a8fdaa4a0e,midwater
209,2c4a6db6-3ea5-47eb-8721-d5ba21682516,benthic
210,2a5bebdd-b9d9-4391-b42a-d60742427265,benthic
211,2c0d65e3-a294-42db-bc86-cac66f59fd50,benthic
212,2f10c7a4-3ac0-4bd5-88a6-9a3ed02a264e,benthic
213,298a39ab-69da-4d8d-a6d0-5ef982d69efc,benthic
214,2c4a257e-1d6f-4c8a-9de1-9a9e5e2d1aaa,benthic
215,2a7ad014-e110-4981-b922-35b55cc223e6,benthic
216,28aff1d8-aaa2-468d-8031-3eff85a78578,midwater
217,28e8475c-d25c-4f1c-99c8-d139e68bf0c1,benthic
218,2aaa1968-1fac-4e69-844e-87cb4ddc2b7b,benthic
219,29b78112-361a-4ced-b379-d34f50964145,benthic
220,297df35f-f35d-46b8-a912-8de9486d70ab,benthic
221,2bb6071f-3eb4-458f-b88f-2eab8c190381,benthic
222,2ca9d468-0534-402e-b06f-9c856b38a5b7,benthic
223,2b796cc6-4adb-4bc8-b346-6e41303d4992,benthic
224,295a232b-3799-415c-8699-13873c86f14e,benthic
225,27da5470-14f5-4da7-b2b4-de376d0b9991,midwater
226,2fdfef20-ec13-4d75-8522-2aa3f04d76d8,benthic
227,2e093aa8-530e-4208-be17-9ac368ec7c29,benthic
228,2fa6e782-e329-4255-82a8-d73b0cf1668d,benthic
229,2cc78761-3fc7-4f3c-924d-58c82df7e2da,benthic
230,286d6058-1cef-4ea2-8c74-48fbb4e92da9,benthic
231,2ca8c60c-26be-4519-ba30-330f520cf907,benthic
232,2d7b8a7a-4125-42e5-84c2-53cc9c55e959,benthic
233,2cb429a0-c77a-450d-8d3e-c8b06b44f68a,midwater
234,2e5b5d74-0cfc-4b53-8548-4501d21e84f0,benthic
235,2e458e45-ce93-499b-a85c-d4a0c7df81f0,benthic
236,2be28c54-34eb-4852-bf28-a9cd8a8ed278,benthic
237,27b3d586-671e-4c37-84fe-a75858f52599,benthic
238,2f3a10e1-2df1-430b-b25e-d3320bcc59c6,benthic
239,285b842f-e08d-4b34-b221-6470efc2b733,benthic
240,2c09ed30-03de-44bd-bab8-dc4b62ad10d4,benthic
241,2ecc6ccb-f663-4d13-b0f6-d69cc7c36d5f,benthic
242,289855a7-d505-4979-a234-982087e332c1,benthic
243,2816bd28-6694-41e0-af3a-e074df8168b2,benthic
244,2ee739c4-e3b8-4d36-990c-8d41fc5aa362,benthic
245,2f07fbe0-d55d-42e2-b16d-760c3377e0a1,benthic
246,2a38e41d-cae6-4fd1-974b-df1e5c11e00c,benthic
247,2a78c208-6a75-47ae-9840-d0efd64e8744,benthic
248,27d8f5c3-290c-4d1d-91b7-e46b7e08626f,benthic
249,29dda193-3898-47ce-9824-825ba4a202ee,midwater
250,2de29989-6be2-4924-bc4f-e7504ada9ae8,benthic
251,2a73a49d-be8e-4029-b0e8-07d34caa7422,benthic
252,2bd3fa1f-4476-4a89-b5bd-bfb1c8570a9b,benthic
253,2cacc1c4-a044-43ca-861b-19c912780d57,benthic
254,33a3f615-f528-4acf-8ea8-b99e3e9c8048,benthic
255,37fc4b40-e16c-4636-8732-834b03f98a2d,benthic
256,38b8fd8d-da8a-40d5-9b9c-e36675be2993,benthic
257,3660984c-cff5-4b3e-9bfe-cb55a3f8915a,benthic
258,37828380-4211-4208-bbea-228c1a023dc0,benthic
259,3189d404-a8a4-43c0-bf77-e2ed9491cc9f,benthic
260,395824e8-b7e0-44c0-a9df-75781c7bddfc,benthic
261,383ccd49-6f6b-4a65-b04d-2c8c2aa676c5,benthic
262,37166b13-eb77-45e0-a636-921366710755,benthic
263,3653fe6f-af07-430f-a474-a35d69e79b34,midwater
264,38002664-f8cf-4a91-8aab-a1f5bb96858c,benthic
265,3959356d-1542-4f5c-b924-2e1708b348ca,benthic
266,30eac15e-0be2-44bb-a18f-45e6c8a5b373,benthic
267,3970675e-99e7-4c9c-af11-ef00ce285b04,benthic
268,3911d558-1320-48f3-b3dc-155a118ba302,benthic
269,346ed9bc-1a6e-4436-b618-005e229d568f,benthic
270,35fcc458-0c0c-4aaa-be2e-fbd4aab9e8e0,benthic
271,3702e60c-2d8d-4855-88f9-0be45045ab6d,benthic
272,391b8298-a256-427b-b80c-7ab32ea12784,benthic
273,32ef68b3-9577-4399-980a-7844050345cb,benthic
274,31ab6925-07e3-4566-bfbb-15e17aec748e,benthic
275,36631604-65ab-4afe-94bf-5ef2598e9ec5,benthic
276,394358ad-c4b3-4328-8b9c-a8dd03211960,midwater
277,3271663f-b538-49ec-8031-b168cac347be,benthic
278,35c213fe-e0c8-4ee3-8dda-8e27bd991d46,benthic
279,2fe8d0d8-9db5-49e9-88e9-e2b0fc5b0fb3,benthic
280,38845b12-27b9-47f8-9988-d70241e67905,benthic
281,31e371cd-df8e-46db-be42-b9c2c8a95218,benthic
282,390cfd88-6e9b-4cef-82c5-e9aa24182f04,benthic
283,33b8a776-aa02-4305-a42b-06b67c77e545,benthic
284,381b0c62-e8c7-498e-871d-292e29ffdb65,benthic
285,35609373-adf5-4a3e-a7cc-fe61e04e0a8b,benthic
286,355c9ee0-2b03-4712-bace-e414100a8a36,midwater
287,35331166-58d7-4f9e-b1fe-991b66b0b811,benthic
288,3309ed1d-d87f-4f90-8547-d8b72e1b21a9,benthic
289,368b7d42-dd05-4624-8f96-ed20f35993f4,benthic
290,35e22317-83a5-428e-8611-9266c193694e,benthic
291,35385643-b948-454b-8aa0-3bc255f25ca7,benthic
292,32639247-2c99-45fe-9a3f-571b85682cde,benthic
293,30c30210-c475-4aff-b03b-a022ee0613e3,benthic
294,37ee654e-8118-4ad6-8835-243664b847aa,benthic
295,36602499-321c-4a88-90da-216028b4860d,benthic
296,38556b87-3e19-4bf8-8a4b-ed7f3cf62c9b,benthic
297,36af3942-a842-4520-b36f-605d247e543c,benthic
298,3913bd80-e2fa-4c6f-8b3d-ee2e9203fd7e,benthic
299,374f250e-8339-417b-8f05-ff1d4f477e41,benthic
300,33a776cb-93b5-4438-9b06-826d74e68ae9,benthic
301,34f7d153-c8a7-401c-8ebe-39b66032f80a,benthic
302,305c1f45-417a-45f0-b187-08abb8974bad,benthic
303,342abd5c-581c-47fa-bc60-e829d84033ab,benthic
304,3c3c5d52-ca0d-4a91-a02b-bc00f89e70b6,benthic
305,3a2d97c0-ed8d-46f6-bb3a-ad4fc8eca49d,benthic
306,438357df-61f0-4cb4-8078-2d82120485f7,benthic
307,3a22afb9-e7d7-47b2-a1ca-d34ca0a45171,benthic
308,4251d37f-f687-4793-813f-728002f6e485,benthic
309,42c4d53c-df57-4eb3-b5ca-e891225509c0,benthic
310,41ffe8f2-2042-4aa1-a79b-6bf926cedaa2,benthic
311,416e135f-81c4-4685-9af0-8ac221500831,benthic
312,401953bd-43e0-46b0-a918-ce62a2cc8528,benthic
313,3ff78adf-4abc-4652-b785-a3204f7ab69b,benthic
314,434dab05-d0c7-4b08-b267-12dacc114050,benthic
315,3c941c9c-ec41-41f9-9b75-c8eb97a85689,benthic
316,40ccab8f-0a6d-4446-9706-de3d74e999eb,benthic
317,3cc93bbf-1dbc-4f76-9a3a-2f7c02c2fd35,benthic
318,3b0166dc-22a2-4e4e-a800-960a7f1610c8,benthic
319,3e1e751a-6e27-471e-a5c3-8b0c86bfbafb,benthic
320,3b86cb06-1f43-4873-8d25-816f0845f231,benthic
321,41d0ba7c-9224-4650-a2c4-d4908cb86be2,benthic
322,41b4842d-ff1c-49ab-9e8b-3cbde981271f,benthic
323,41667183-fa4e-4079-9244-b36f85969a63,midwater
324,3a084b21-c9a1-4552-a978-3aa155708a3b,benthic
325,3f3fa119-fc1a-4c82-8545-e7e835f696c5,benthic
326,3a1410a9-1d75-403a-a55c-e360b771cd47,midwater
327,3b4939a6-9621-46f6-af1b-a3e9085b00cf,benthic
328,3ddf0800-f1de-40a8-9339-cccfb2e30642,benthic
329,439b6906-0610-42c4-b97a-4fa40995d2d9,benthic
330,3fc828b7-af3a-44f0-a9c7-32cc1354af43,benthic
331,3fc08666-d5fa-4e22-9b99-8b5976a2243d,benthic
332,3ba1ea7b-010c-4236-8ada-0d9d8c6a948b,benthic
333,3eb3c2b2-c1f2-4ea7-af32-15d18c7c9857,benthic
334,3e59369c-a3cb-430e-bd35-4a993fdab6f6,benthic
335,3d1ab7f6-497c-4cc5-b3f6-9a72fd735185,benthic
336,3c0ee401-c1b8-4801-af6f-aed0308dc3dc,midwater
337,3de83734-a4e2-425c-aec0-28185e088600,benthic
338,3c3fbdaf-bb6b-495a-894b-8bd44d419b42,benthic
339,3da63f1e-9f08-45ad-8219-0ff66ed84e67,benthic
340,3ccd912d-b471-492e-8087-5e305ab0c942,benthic
341,3c7cbb8e-0d87-4875-b856-f84e39081805,midwater
342,40b3b4de-9bd8-4ed6-a572-2838a1082cd1,benthic
343,3ed2f285-3a14-4838-b3af-bda843bbbdd9,benthic
344,3f89d2d0-dad8-4f58-bdc1-4dbc579d6411,benthic
345,4375c04c-27fd-4338-88bc-4bf0094746b3,benthic
346,3aae2ae5-b439-4342-9325-cf206a2d978e,benthic
347,4173e4d6-c8ab-428f-a8c0-57ff245799f5,benthic
348,3d970e57-759a-4e73-bfa5-c8fd46313e2c,midwater
349,3f87f5e8-5793-45c6-91bb-7cfc8593e5d4,benthic
350,41533a1f-f718-4e9e-9950-6b519ec13638,benthic
351,4271ed18-85dc-4cda-a2a5-35447188e732,benthic
352,410863c5-98ac-47cf-8aad-c80a42173078,benthic
353,42b7fc82-0ca9-448c-a2d7-fb9ebcd0390c,midwater
354,4347f724-9ee0-4174-bc65-9f4fb988c763,benthic
355,44d2c807-794f-497a-be66-96cd43104c1f,benthic
356,446053f8-4f87-4349-82cf-af619c020d85,benthic
357,4902af06-be46-4779-8156-571ff8e00c0f,benthic
